customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4878-BUNFV,Female,1,No,Yes,29,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,40.35971384338949,297.3,No
3002-WQZWT,Male,0,No,Yes,26,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Electronic check,110.78166891866105,1651.95,Yes
1622-HSHSF,Male,0,No,Yes,70,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,One year,Yes,Electronic check,90.18986709039478,2193.2,Yes
2388-LAESQ,Female,1,Yes,No,19,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),92.32925153053199,5655.45,Yes
1689-MRZQR,Female,0,Yes,No,49,No,No,DSL,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Mailed check,98.0465287423629,138.85,No
0853-NWIFK,Male,1,Yes,Yes,22,No,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),54.08559078572803,169.05,No
0378-TOVMS,Female,1,No,No,12,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),95.35205374711363,84.8,Yes
9575-IWCAZ,Female,0,Yes,Yes,3,No,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,116.58054612945517,2227.8,Yes
5566-SOEZD,Female,1,Yes,No,13,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.43862171706468,973.55,Yes
7465-ZZRVX,Male,1,Yes,Yes,19,No,Yes,No,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Electronic check,60.13368778540018,1158.85,No
6464-KEXXH,Male,0,No,No,12,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,90.24415846395296,4911.05,Yes
6837-BJYDQ,Female,0,Yes,Yes,2,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),108.77986737641837,1201.15,Yes
4338-EYCER,Male,0,No,Yes,46,No,No,No,Yes,No,No,No,Yes,No internet service,One year,Yes,Mailed check,31.190535139435347,6885.75,No
1541-ETJZO,Female,0,Yes,No,2,No,No,No,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.9121148962645,1267.95,Yes
6656-JWRQX,Female,0,Yes,No,0,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,110.63926964055499,832.05,Yes
6953-PBDIN,Female,0,Yes,No,23,No,No,No,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),113.34640649467498,4749.15,No
3223-WZWJM,Female,1,No,Yes,34,Yes,No,No,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),66.90598227535348,255.55,Yes
3488-PGMQJ,Female,0,No,No,13,No,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),55.8923718220314,4853.75,Yes
5977-CKHON,Male,0,No,Yes,66,No,Yes,DSL,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),46.66957146310444,967.85,Yes
0280-XJGEX,Male,1,No,No,12,No,No,No,No internet service,No internet service,Yes,No internet service,No,No,One year,Yes,Mailed check,68.37452987964232,2448.75,Yes
7017-VFHAY,Male,1,No,No,46,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),112.1703807349007,6152.4,No
4116-TZAQJ,Male,0,Yes,Yes,49,No,No,No,No internet service,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),33.30586755615778,1797.1,No
0680-DFNNY,Female,0,Yes,Yes,25,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),60.44297917399563,3094.05,No
5688-KZTSN,Female,1,No,No,2,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,One year,No,Mailed check,109.86658962422763,78.45,Yes
1627-AFWVJ,Male,0,No,Yes,50,No,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),53.33648664949732,77.5,No
2309-OSFEU,Male,0,Yes,Yes,39,No,No,No,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),95.44218140787548,492.1,No
4468-KAZHE,Female,1,No,No,67,No,Yes,No,No,No,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,57.37060851723076,314.55,Yes
7787-BNTZM,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,99.14513117146569,59.2,No
4737-HOBAX,Female,1,No,No,50,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),116.84073617069946,3268.05,Yes
2223-KAGMX,Male,0,Yes,No,0,No,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),57.226112062815474,1011.05,Yes
3082-VQXNH,Female,1,No,Yes,32,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.18241478470715,449.75,Yes
9845-QOMAD,Female,1,No,No,6,No,No,No,No,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,117.58589089645022,1358.6,No
9700-ISPUP,Male,1,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,117.12492937263106,147.8,No
6483-OATDN,Male,0,Yes,No,10,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),61.843993694097456,1730.35,Yes
5120-ZBLAI,Male,1,No,Yes,26,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Two year,Yes,Electronic check,67.06899261518957,374.5,No
2920-RNCEZ,Female,0,No,Yes,13,No,No phone service,No,No,Yes,No internet service,No,No internet service,No,One year,No,Mailed check,48.741856945121704,2964,Yes
0201-OAMXR,Female,1,Yes,Yes,45,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,49.80888575409769,5914.4,No
0673-IGUQO,Male,1,No,Yes,9,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,67.74329757453964,692.1,No
7623-HKYRK,Female,1,Yes,Yes,23,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),38.40211830146303,500.1,No
3370-HXOPH,Female,0,Yes,No,60,No,No,No,Yes,No internet service,No internet service,Yes,No internet service,No,One year,No,Mailed check,89.71789126357022,4060.9,No
4134-BSXLX,Female,0,No,No,17,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,72.14900774280235,1230.25,No
8434-PNQZX,Male,1,Yes,Yes,8,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),108.50581964591487,6109.75,Yes
7136-IHZJA,Male,0,Yes,No,16,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.71353459795937,2375.2,No
2623-DRYAM,Female,0,No,Yes,57,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,50.658346841036526,909.25,No
2068-WWXQZ,Female,0,Yes,Yes,12,No,No phone service,No,No,No,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,69.08336461327556,550.35,No
0835-JKADZ,Female,1,Yes,No,49,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),93.6767502276968,324.8,No
6122-EFVKN,Female,0,Yes,No,5,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),37.66661281157836,2546.85,No
7611-YKYTC,Male,1,Yes,Yes,50,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),21.425571846667125,425.9,Yes
1932-UEDCX,Male,1,No,Yes,35,Yes,No phone service,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),103.90660489398252,926.25,Yes
0536-BGFMZ,Female,1,Yes,Yes,70,No,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.0738008780413,6721.6,Yes
7102-JJVTX,Female,0,No,Yes,24,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),107.63584881084749,3888.65,No
8263-JQAIK,Male,1,Yes,Yes,10,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,One year,No,Electronic check,110.06760640005503,695.75,No
8741-LQOBK,Female,0,No,Yes,43,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,64.55039403278431,6474.45,Yes
4654-GGUII,Male,0,Yes,No,13,No,No phone service,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,99.33156209143411,1279,Yes
7295-JOMMD,Female,1,No,Yes,28,No,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),54.7507202585909,3565.65,Yes
5136-KCKGI,Male,1,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),104.50558712543055,1868.4,Yes
6339-TBELP,Female,1,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,101.13052935875504,6993.65,No
9897-KXHCM,Female,0,Yes,Yes,71,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),26.141098164970842,84.85,Yes
4906-ZHGPK,Male,0,Yes,Yes,68,No,No,DSL,No internet service,No internet service,No internet service,No,No,No,One year,Yes,Electronic check,76.8014749456129,3649.6,No
2272-UOINI,Male,1,No,No,56,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,82.56988981147319,4753.85,Yes
7270-BDIOA,Female,1,No,Yes,25,Yes,No phone service,No,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),18.33615771416571,1043.4,No
5676-CFLYY,Female,0,Yes,No,5,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,116.73179103229418,92.65,No
9391-TTOYH,Male,0,No,Yes,15,No,No phone service,No,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Electronic check,59.11004127752144,2391.15,No
9722-UJOJR,Male,1,Yes,No,59,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,70.24299218885092,415.95,Yes
2373-NTKOD,Female,0,Yes,No,11,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,37.82781001919861,38.8,No
8752-GHJFU,Female,0,No,No,2,No,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,79.64731704048475,1836.9,No
9565-FLVCG,Male,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),99.71729656107557,40.25,Yes
9214-EKVXR,Male,0,No,Yes,63,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,One year,No,Electronic check,77.13218074483268,6792.45,Yes
4986-MXSFP,Male,0,Yes,No,61,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),97.44752210311077,613.95,Yes
9763-GRSKD,Male,0,Yes,No,5,No,Yes,No,No internet service,No,Yes,No,No,No,Two year,No,Electronic check,91.72635005217577,7176.55,Yes
9921-QFQUL,Male,1,No,Yes,18,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,42.13461005847738,208.85,Yes
5906-CVLHP,Female,0,Yes,Yes,17,No,No,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,62.04919053146998,8331.95,Yes
4869-EPIUS,Female,1,No,Yes,42,No,No,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.18700188585906,1252.85,No
7610-TVOPG,Male,1,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Two year,No,Credit card (automatic),22.46455544504775,7849.85,No
2856-HYAPG,Female,0,No,Yes,2,No,Yes,DSL,No internet service,No,Yes,No internet service,No,No internet service,One year,No,Mailed check,24.588430004045158,335.4,Yes
2640-PMGFL,Female,1,No,No,71,No,No,No,No internet service,Yes,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,112.9712429522255,357.75,Yes
1986-PHGZF,Male,1,No,Yes,37,No,Yes,DSL,No,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,117.19601464300504,4265,No
4194-WHFCB,Female,1,No,No,67,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,No,Mailed check,27.795239559008916,1928.7,No
9530-GRMJG,Female,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No internet service,No,No,No,No internet service,One year,No,Credit card (automatic),51.936940234790896,1882.55,No
5751-USDBL,Female,1,Yes,No,62,Yes,No,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,29.749278355680282,1671.6,Yes
6726-NNFWD,Male,0,No,No,41,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),102.0899967485814,146.6,No
9611-CTWIH,Male,1,No,Yes,63,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),68.12785770984831,5661.7,No
2862-PFNIK,Female,1,No,No,53,Yes,Yes,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.68680647051771,530.05,Yes
2586-CWXVV,Female,1,Yes,No,70,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,72.51104200636813,4816.7,Yes
4702-HDRKD,Female,1,No,No,36,Yes,No phone service,No,No,Yes,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),89.63048517599196,268.35,Yes
1360-XFJMR,Female,0,No,No,3,No,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,50.32279045336459,2347.9,No
4550-EVXNY,Female,1,No,Yes,1,No,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.068082130268245,1940.8,Yes
8106-GWQOK,Female,1,Yes,No,43,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Two year,No,Mailed check,20.020810274336256,4732.35,No
7395-IGJOS,Male,0,No,Yes,66,No,No phone service,No,No,No,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),63.042135306906786,342.3,No
2186-QZEYA,Female,0,Yes,No,67,No,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,109.48736009353945,55.7,Yes
4121-AGSIN,Female,0,Yes,Yes,61,No,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),48.9292870702328,4039,No
8919-FYFQZ,Male,1,No,Yes,0,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,One year,No,Mailed check,37.943660524130124,181.1,Yes
8837-VVWLQ,Female,0,Yes,Yes,16,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,111.31729599783426,8564.75,Yes
7064-FRRSW,Female,0,Yes,No,15,No,No,No,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),28.847588194505065,244.1,Yes
5222-JCXZT,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,23.456003858288916,2088.75,Yes
4566-QVRRW,Female,0,No,Yes,52,No,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),106.63102408302152,2964.05,No
6447-EGDIV,Male,0,Yes,No,72,No,No phone service,No,No internet service,No,Yes,No,No,No,Two year,No,Credit card (automatic),88.69139288644625,6296.75,Yes
7017-VFULY,Female,0,No,Yes,58,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,60.66789813280999,5655.45,No
5334-JLAXU,Male,1,No,No,8,No,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,93.86056928738853,395.6,No
7080-TNUWP,Female,0,No,No,11,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Electronic check,92.76471518044904,152.45,Yes
3192-NQECA,Female,1,Yes,Yes,40,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,22.276086607688583,173,No
1670-SVOWZ,Male,0,No,No,14,No,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),86.21280461221492,2003.6,Yes
6121-VZNQB,Female,0,Yes,No,65,Yes,No,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),82.65767393399761,287.85,Yes
0377-JBKKT,Male,0,Yes,No,10,No,Yes,DSL,No,No,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,115.1098032098385,668.85,Yes
8992-JQYUN,Male,1,Yes,Yes,7,No,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),115.39557232105624,5817.45,No
8399-YNDCH,Male,0,Yes,No,54,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),56.21883228330542,1980.3,Yes
5701-ZIKJE,Female,0,No,No,5,No,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),77.52911214476595,2111.3,Yes
0970-QXPXW,Female,0,No,No,52,Yes,No,No,No,No internet service,No,No,Yes,No internet service,One year,No,Electronic check,32.45641617628206,5553.25,No
5077-DXTCG,Female,0,Yes,Yes,19,Yes,No phone service,No,No,No,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),24.92888085869197,714.15,Yes
2122-YWVYA,Female,1,No,No,38,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,61.744377162019696,2625.55,Yes
0228-MAUWC,Male,1,No,Yes,71,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.58314208891855,1893.95,Yes
2165-VOEGB,Female,1,No,No,33,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,One year,No,Electronic check,75.30999279092156,55.25,Yes
2905-KFQUV,Female,1,Yes,Yes,56,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,61.430520679693196,3348.1,Yes
4712-AUQZO,Male,1,No,Yes,18,No,No,No,No,No internet service,Yes,No,Yes,No,One year,No,Credit card (automatic),100.4703109508464,1958.95,Yes
6963-KQYQB,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),98.08996095446658,276.5,No
1432-FPAXX,Female,0,No,No,30,No,No phone service,No,No internet service,No,No internet service,No,No,No internet service,Two year,Yes,Electronic check,91.81017653531501,51.6,Yes
5448-VWNAM,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,No,Two year,No,Credit card (automatic),25.99174093945299,1916,Yes
5351-QESIO,Male,1,Yes,No,13,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),98.29519760351218,5564.85,Yes
5207-PLSTK,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No internet service,Two year,Yes,Mailed check,110.65184225746735,905.55,Yes
3439-GVUSX,Male,1,No,No,43,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),24.223929873237104,370.25,No
6701-YVNQG,Male,0,Yes,No,8,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),58.61797457525777,5848.6,Yes
2303-PJYHN,Female,1,No,Yes,57,No,Yes,No,No,No,No,No,No internet service,No internet service,One year,No,Electronic check,117.57972671651706,3588.4,No
2754-VDLTR,Female,0,Yes,No,19,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,78.4735052760625,2614.1,Yes
2424-WVHPL,Female,0,No,No,49,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,69.86452891381,189.2,Yes
4110-PFEUZ,Female,0,Yes,Yes,19,Yes,No,No,No,Yes,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),36.083337820608726,523.15,No
8597-CWYHH,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,75.08137147508408,89.75,No
8042-RNLKO,Female,1,Yes,No,26,No,No phone service,DSL,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,62.373847677180024,646.85,Yes
3890-RTCMS,Female,0,Yes,Yes,71,No,Yes,No,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,31.058027084797367,3953.7,Yes
0011-IGKFF,Male,0,Yes,No,31,No,No,DSL,Yes,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,64.91543158811244,5676,Yes
7446-YPODE,Female,0,No,No,0,Yes,No phone service,No,Yes,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,34.77213017011368,8248.5,Yes
5649-TJHOV,Female,1,Yes,No,16,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.68169398346869,516.3,Yes
8838-GPHZP,Female,0,Yes,No,8,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Two year,No,Electronic check,116.1016607974341,1267,Yes
1100-DDVRV,Male,0,Yes,No,44,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,65.44249336678246,7413.55,No
5309-TAIKL,Female,0,Yes,Yes,65,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.80301735741858,1340.1,Yes
6507-ZJSUR,Female,0,No,Yes,31,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),61.563040239067654,3778.2,Yes
3426-NIYYL,Male,0,Yes,No,44,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,32.164612292529036,356.65,Yes
7502-BNYGS,Female,1,Yes,Yes,8,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),115.79080629078761,5199.8,No
3179-GBRWV,Female,1,No,Yes,29,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,31.27265574045001,911.6,No
0263-FJTQO,Male,1,No,No,37,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,Two year,No,Mailed check,29.468494255610835,522.35,No
7571-YXDAD,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.3968806379657,389.25,Yes
2995-UPRYS,Male,1,Yes,Yes,0,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,84.46817020957668,7556.9,No
3348-CFRNX,Female,0,No,No,4,No,Yes,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,53.919788732775565,3624.35,Yes
9565-AXSMR,Female,0,No,No,62,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,37.597960730788756,2404.15,Yes
6092-QZVPP,Female,0,No,No,35,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),100.55581848676137,2718.3,Yes
1017-FBQMM,Male,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.741883721259896,3723.65,Yes
0795-XCCTE,Male,1,Yes,No,72,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,37.779257825082674,1304.8,Yes
5568-DMXZS,Male,1,Yes,No,23,No,No,DSL,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Electronic check,54.94103018944045,1790.6,Yes
8773-HHUOZ,Female,1,No,No,3,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Mailed check,39.81269786810049,3058.3,Yes
6103-QCKFX,Female,0,Yes,Yes,67,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,Yes,Two year,No,Credit card (automatic),70.45449765014023,2978.3,No
1555-DJEQW,Male,1,No,No,24,No,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,One year,No,Credit card (automatic),85.41308330683877,239,No
6631-HMANX,Male,1,No,Yes,6,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,98.60551640851818,5817.7,No
0723-VSOBE,Female,0,No,Yes,12,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),41.11998404714652,1567.55,Yes
7470-DYNOE,Female,1,Yes,No,67,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),35.028877573296775,1426.45,No
9174-IHETN,Female,0,No,Yes,42,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,20.220143799969627,1583.5,Yes
3583-KRKMD,Female,1,No,Yes,56,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),41.17282071889788,6521.9,No
6650-VJONK,Male,1,Yes,Yes,35,Yes,Yes,No,Yes,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,20.65248792602852,94.15,No
8514-VZHEB,Female,1,No,No,13,Yes,Yes,No,Yes,No internet service,No internet service,No,No,No,One year,No,Mailed check,52.970157470750465,651.5,Yes
6859-RKMZJ,Female,0,No,Yes,71,No,No,No,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,32.89215542741868,1651.95,No
0379-DJQHR,Female,1,No,Yes,26,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,76.52950762189232,144.8,Yes
2284-VFLKH,Female,1,Yes,No,36,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),56.81453932887295,572.85,No
1657-DYMBM,Female,1,No,Yes,70,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),27.655326777611336,1790.15,No
